%Station,Niskin,Year,Month,Day,Hour,Minute,Second,Latitude(S),Longitude(W),BottomDepth(m),Depth(m),Pressure(dbar),T090(degC),T190(degC),C0(S/m),C1(S/m),V0(V),V1(V),V2(V),V3(V),V4(V),V5(V),V6(V),V7(V),FlECO-AFL(mg/m^3),SbOx(umol/kg),Par(uEinsteins/m2/sec),Alt(m),CStarAt(1/m),CStarTr(%),Sal00,Sal11,Sigma-t00,Sigma-t11,CHLDepth,CHL(ug/l),Phaeo(ug/l),NUTBottleID,PO4(uM),Sil(uM),NO3(uM),NO2(uM),NH4(uM)
135,4,2017,6,25,13,48,23,64.28262,-171.23879,45,9.79,9.89,3.204,3.204,3.005602,3.005645,1.3421,3.9554,1.3111,3.2903,1.2854,2.6472,1.8034,0.0642,1.2285,317.884,6.32,36.07,0.6675,84.6324,32.828,32.829,26.134,26.134,10,0.88,0.86,474,1.317,20.7,13.2,0.16,1.68
135,5,2017,6,25,13,49,9,64.2826,-171.2388,45,3.48,3.51,3.202,3.201,3.00512,3.005121,1.3367,3.9657,1.3815,3.2903,1.8774,2.6501,2.1241,0.0562,1.0366,317.681,26.18,42.48,0.657,84.8527,32.828,32.829,26.134,26.135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
135,6,2017,6,25,13,50,1,64.2826,-171.2388,45,3.79,3.83,3.202,3.201,3.005132,3.005105,1.2803,4.0067,1.383,3.2905,1.8464,2.6503,2.1047,0.0551,1.0115,317.889,24.35,42.09,0.6159,85.7299,32.828,32.829,26.134,26.134,0,1.1,0.62,475,1.32,21,13.2,0.16,1.72
136,1,2017,6,25,15,46,31,64.14636,-171.50936,46,41.79,42.2,2.851,2.852,2.977556,2.977685,1.0988,3.8805,1.3095,3.2903,0.1733,2.6029,1.0825,0.0695,1.3559,315.351,0.03,21.65,0.744,83.0293,32.831,32.832,26.167,26.167,42,1.06,0.78,476,1.442,24.6,14.7,0.17,1.68
136,2,2017,6,25,15,47,55,64.14637,-171.50936,46,34.49,34.83,2.846,2.846,2.976618,2.976662,1.1086,3.896,1.3167,3.2902,0.2848,2.6056,0.586,0.0639,1.2226,315.647,0.19,11.72,0.7279,83.3621,32.829,32.829,26.165,26.166,35,1.42,0.52,477,1.437,24.2,14.7,0.17,1.68
136,3,2017,6,25,15,49,4,64.14636,-171.50936,46,29.97,30.27,2.851,2.852,2.976928,2.977054,0.9971,3.9217,1.3156,3.2905,0.4533,2.6068,0.8139,0.0641,1.225,315.571,0.51,16.28,0.7016,83.9119,32.83,32.83,26.166,26.166,30,1.29,0.72,478,1.429,23.8,14.6,0.17,1.7
136,4,2017,6,25,15,50,31,64.14636,-171.50936,46,20.37,20.57,2.895,2.906,2.980434,2.981334,0.9255,3.9457,1.3115,3.2904,1.0094,2.6157,1.2992,0.0628,1.1951,315.94,3.12,25.98,0.6772,84.426,32.833,32.833,26.164,26.163,20,1.22,0.68,479,1.421,23.7,14.5,0.17,1.74
136,5,2017,6,25,15,51,28,64.14638,-171.50936,46,9.8,9.89,3.586,3.594,3.037712,3.038319,0.7516,4.0436,1.3817,3.2903,1.7846,2.6183,1.8258,0.0531,0.963,309.877,21.03,36.52,0.5791,86.5208,32.828,32.827,26.098,26.097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,6,2017,6,25,15,52,14,64.14638,-171.50936,46,10.22,10.32,3.712,3.711,3.048504,3.048401,0.5712,4.1036,1.3171,3.2903,1.7484,2.6238,1.8095,0.0566,1.0462,309.948,19.29,36.19,0.5203,87.8039,32.829,32.828,26.087,26.087,10,1.24,0.25,480,1.233,19.5,12.2,0.14,1.56
136,7,2017,6,25,15,53,38,64.14638,-171.50936,46,3.72,3.75,4.471,4.469,3.111019,3.110951,0.3168,4.1771,1.3121,3.2902,2.296,2.6333,2.1382,0.0525,0.9493,305.125,69.33,42.76,0.4493,89.3766,32.809,32.81,25.995,25.997,0,1.07,0.34,481,1.069,18.1,10.1,0.11,1.39
137,1,2017,6,25,16,37,57,64.15498,-171.52436,46,34.7,35.05,3.024,3.024,2.995063,2.995132,0.0169,3.8934,1.3098,3.2903,0.4175,2.6192,0.5995,0.0589,1.1012,315.523,0.43,11.99,0.7306,83.305,32.871,32.872,26.184,26.184,NaN,NaN,NaN,482,1.444,22.8,14.6,0.18,1.86
137,2,2017,6,25,16,38,3,64.15498,-171.52436,46,34.43,34.77,3.023,3.023,2.994986,2.995018,0.0158,3.8971,1.3788,3.2906,0.4086,2.6193,0.6067,0.0579,1.0767,316.013,0.41,12.13,0.7268,83.3855,32.871,32.871,26.184,26.184,NaN,NaN,NaN,483,1.437,23.7,14.6,0.17,1.82
137,3,2017,6,25,16,38,11,64.15498,-171.52436,46,35.1,35.45,3.018,3.02,2.994579,2.994743,0.0159,3.8918,1.3598,3.2904,0.3846,2.6153,0.5659,0.0565,1.0432,315.265,0.36,11.32,0.7323,83.2714,32.871,32.871,26.184,26.184,NaN,NaN,NaN,484,1.438,23.3,14.6,0.17,1.84
137,4,2017,6,25,16,38,17,64.15498,-171.52436,46,35.1,35.45,3.023,3.023,2.995016,2.995018,0.0157,3.9117,1.3106,3.2904,0.3956,2.6176,0.5711,0.0661,1.274,315.896,0.39,11.42,0.7119,83.6959,32.871,32.872,26.184,26.184,NaN,NaN,NaN,485,1.44,23.3,14.6,0.17,1.84
137,5,2017,6,25,16,38,23,64.15498,-171.52436,46,34.88,35.23,3.021,3.02,2.994802,2.994796,0.0158,3.9246,1.3669,3.2903,0.4068,2.6187,0.5825,0.0637,1.2154,316.504,0.41,11.65,0.6987,83.9738,32.871,32.871,26.184,26.184,NaN,NaN,NaN,486,1.418,23.4,14.6,0.17,1.83
137,6,2017,6,25,16,40,4,64.15498,-171.52436,46,24.35,24.6,3.083,3.083,2.999667,2.99972,0.0159,3.9337,1.3097,3.2903,1.0051,2.622,1.1263,0.0622,1.1819,315.638,3.08,22.53,0.6894,84.1679,32.872,32.873,26.18,26.18,25,1.07,0.79,NaN,NaN,NaN,NaN,NaN,NaN
137,7,2017,6,25,16,40,13,64.15498,-171.52436,46,24.35,24.59,3.08,3.08,2.9995,2.999557,0.0158,3.947,1.3597,3.2903,0.973,2.6217,1.1169,0.0603,1.1341,315.608,2.83,22.34,0.6759,84.4532,32.873,32.874,26.18,26.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
137,8,2017,6,25,16,40,20,64.15498,-171.52436,46,24.46,24.7,3.08,3.079,2.999451,2.999436,0.0158,3.9214,1.3824,3.2904,0.985,2.6201,1.1121,0.0613,1.158,315.436,2.92,22.24,0.7021,83.905,32.873,32.874,26.18,26.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
138,1,2017,6,25,18,17,11,64.0118,-171.77908,51,45.94,46.39,2.002,2,2.904033,2.903879,0.9497,3.8036,1.3631,3.2902,0.2379,2.5444,0.5635,0.064,1.2238,313.866,0.12,11.27,0.824,81.384,32.797,32.797,26.207,26.207,46,1.32,0.69,487,1.636,29.3,16.9,0.18,1.73
138,2,2017,6,25,18,19,1,64.01196,-171.77888,51,30.59,30.9,2.025,2.025,2.905677,2.905631,0.8391,3.8423,1.3131,3.2904,0.9281,2.5428,1.0091,0.0619,1.1723,312.225,2.5,20.18,0.7835,82.2122,32.801,32.801,26.208,26.208,30,1.02,0.91,488,1.632,28.6,16.9,0.18,1.76
138,3,2017,6,25,18,20,41,64.01206,-171.77848,51,19.97,20.17,2.087,2.047,2.910398,2.907193,0.4796,3.8464,1.3103,3.2903,1.6141,2.5506,1.5508,0.0592,1.1095,312.956,14.02,31.02,0.7792,82.3008,32.802,32.803,26.204,26.208,20,1.09,0.67,489,1.615,27.6,16.6,0.19,1.81
138,4,2017,6,25,18,22,24,64.01222,-171.77792,51,9.76,9.86,6.438,6.34,3.249811,3.242663,0.0165,4.4232,1.2941,3.2904,2.0767,2.8713,2.0481,0.025,0.2879,324.252,41.63,40.96,0.2202,94.6436,32.469,32.483,25.499,25.522,10,0.6,0.11,490,0.371,6.6,3.2,0.04,0.41
138,5,2017,6,25,18,23,50,64.0124,-171.77745,51,4.06,4.1,6.673,6.673,3.268095,3.268104,0.0159,4.4478,1.1393,3.2906,2.3642,2.8795,2.3573,0.0223,0.2233,323.213,81.2,47.15,0.1979,95.1715,32.45,32.451,25.454,25.454,0,0.44,0.07,491,0.11,2.4,0.3,0.01,0.12
139,1,2017,6,25,20,10,14,63.87532,-172.04872,47,44.74,45.19,1.83,1.829,2.891456,2.891312,1.5047,3.681,1.3161,3.2905,0.2991,2.5996,1.3954,0.1243,2.6722,324.086,0.21,27.91,0.955,78.7607,32.818,32.818,26.236,26.236,45,2.78,0.61,492,1.568,24.6,15.7,0.2,1.79
139,2,2017,6,25,20,11,55,63.87532,-172.04872,47,39.97,40.36,1.828,1.827,2.891099,2.891092,1.5553,3.6839,1.3136,3.2903,0.5449,2.6007,0.444,0.138,3.0006,323.609,0.75,8.88,0.952,78.8226,32.819,32.819,26.237,26.237,40,2.54,1.1,493,1.566,27.4,16,0.2,1.81
139,3,2017,6,25,20,13,49,63.87532,-172.04872,47,30.53,30.83,1.842,1.844,2.891025,2.891257,1.2696,3.7818,1.3115,3.2904,1.3628,2.6252,0.9225,0.1733,3.8468,327.904,7.65,18.45,0.847,80.9169,32.808,32.81,26.227,26.228,30,1.33,2.34,494,1.512,26.4,15.2,0.18,1.61
139,4,2017,6,25,20,17,19,63.87532,-172.04872,47,24.97,25.22,1.92,1.917,2.897737,2.897632,0.7654,3.7461,1.3849,3.2904,1.8829,2.6312,1.2013,0.1612,3.5573,326.766,26.47,24.03,0.885,80.1532,32.815,32.816,26.227,26.228,25,4.06,0.15,495,1.425,23.7,14.3,0.18,1.71
139,5,2017,6,25,20,19,16,63.87532,-172.04872,47,20.73,20.94,2.548,2.6,2.939167,2.942623,0.3246,3.9177,1.3147,3.2902,2.2077,2.9265,1.4023,0.1242,2.6686,365.289,56.45,28.05,0.7057,83.826,32.682,32.672,26.073,26.06,20,2.3,0.19,496,0.82,15.1,7.9,0.11,0.87
139,6,2017,6,25,20,21,24,63.87532,-172.04872,47,10.43,10.54,6.906,6.908,3.2783,3.278604,0.0159,4.4569,1.3156,3.2903,2.5806,2.8249,1.9345,0.0196,0.1581,314.911,133.96,38.69,0.1898,95.3657,32.339,32.341,25.336,25.337,10,0.36,0.04,497,0.107,1.6,0.1,0.01,0.44
139,7,2017,6,25,20,23,14,63.87532,-172.04872,47,4.26,4.3,6.921,6.921,3.279718,3.279743,0.0161,4.4586,1.0751,3.2905,2.8785,2.8264,2.262,0.0193,0.1509,314.985,266.96,45.24,0.1882,95.4019,32.344,32.344,25.337,25.338,0,0.29,0.12,498,0.1,1.5,0.1,0,0.23
140,1,2017,6,25,22,13,9,63.73992,-172.31962,46,41.82,42.24,1.357,1.355,2.846982,2.846811,0.9234,3.8515,1.3127,3.2905,1.1725,2.4257,0.5715,0.0709,1.3894,300.742,4.76,11.43,0.7739,82.4096,32.752,32.752,26.216,26.216,42,1.13,0.81,499,1.798,31.3,18.4,0.2,1.89
140,2,2017,6,25,22,15,34,63.73982,-172.32,46,30.25,30.55,1.342,1.334,2.841655,2.840878,0.1919,4.0377,1.3854,3.2903,1.9787,2.5614,0.8295,0.0691,1.3457,321.902,33.13,16.59,0.5851,86.3928,32.707,32.706,26.18,26.18,30,1.24,0.59,500,1.635,27.1,16.6,0.19,1.57
140,3,2017,6,25,22,17,14,63.73983,-172.31994,46,23.58,23.81,1.696,1.733,2.855817,2.85906,0.0165,4.1667,1.3846,3.2903,2.3598,3.0613,1.1706,0.0923,1.9019,397.995,80.34,23.41,0.4592,89.1553,32.522,32.525,26.008,26.008,24,2.08,0.14,501,0.909,12.4,7.7,0.1,0.62
140,4,2017,6,25,22,18,28,63.73979,-172.32008,46,19.84,20.03,4.778,5.28,3.103761,3.141082,0.0161,4.2609,1.3837,3.2905,2.5303,3.5122,1.3702,0.0532,0.9648,439.603,119.26,27.4,0.3697,91.1717,32.414,32.354,25.649,25.547,20,1.48,0.1,502,0.439,4.9,2.3,0.04,0.54
140,5,2017,6,25,22,20,5,63.73978,-172.32022,46,10.57,10.68,6.761,6.757,3.241349,3.241215,0.0163,4.4048,1.1945,3.2902,2.8843,2.7783,1.8196,0.0239,0.2621,310.32,269.97,36.39,0.2368,94.2505,32.071,32.073,25.144,25.146,10,0.38,0.12,503,0.152,1.4,0,0,0.36
140,6,2017,6,25,22,21,48,63.7398,-172.32008,46,3.68,3.71,6.789,6.792,3.243484,3.243799,0.0142,4.3977,1.0793,3.2903,3.2614,2.7819,2.1785,0.0202,0.1718,310.298,644.21,43.57,0.2433,94.0991,32.072,32.072,25.14,25.141,0,0.52,0.06,504,0.162,1.7,0,0,0.15
141,1,2017,6,26,0,0,5,63.60452,-172.59099,54,49.01,49.49,0.697,0.699,2.78629,2.786383,1.138,3.7144,1.3125,3.2903,0.65,2.2656,1.8993,0.0396,0.6383,281.19,1.09,37.98,0.919,79.4748,32.664,32.664,26.185,26.185,49,0.51,1.23,505,1.857,36.9,17.6,0.12,1.78
141,2,2017,6,26,0,0,12,63.60452,-172.59101,54,49.24,49.73,0.697,0.697,2.786287,2.786294,1.1379,3.7211,1.3138,3.2904,0.6345,2.2686,0.235,0.0416,0.6867,281.911,1.03,4.7,0.9117,79.6183,32.664,32.664,26.185,26.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,3,2017,6,26,0,0,18,63.6045,-172.59104,54,49.17,49.66,0.696,0.698,2.786218,2.786327,1.1354,3.7011,1.3843,3.2904,0.632,2.2665,0.2404,0.0412,0.6759,281.307,1.02,4.81,0.9333,79.1906,32.665,32.664,26.185,26.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,4,2017,6,26,0,1,59,63.60446,-172.5911,54,39.94,40.33,0.686,0.686,2.783994,2.783997,0.4347,3.9028,1.3873,3.2902,1.2082,2.2941,0.7141,0.0306,0.4236,285.598,5.21,14.28,0.721,83.5066,32.652,32.652,26.175,26.176,NaN,NaN,NaN,506,1.775,34.5,14.9,0.11,1.73
141,5,2017,6,26,0,4,13,63.60429,-172.59146,54,31.32,31.63,0.043,0.039,2.71313,2.712794,0.0221,4.3708,1.3855,3.2905,1.6077,2.6606,1.1472,0.0416,0.6873,350.944,13.81,22.94,0.2679,93.5231,32.412,32.412,26.015,26.016,31,0.64,0.34,507,1.363,15,11.7,0.17,1.52
141,6,2017,6,26,0,4,19,63.60428,-172.59148,54,30.32,30.62,0.001,0.018,2.70901,2.710675,0.0221,4.3626,1.3169,3.2901,1.66,2.6639,1.209,0.0454,0.777,352.113,15.65,24.18,0.2754,93.3466,32.403,32.407,26.01,26.013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,7,2017,6,26,0,6,5,63.60406,-172.59194,54,25.03,25.28,-0.182,-0.064,2.67466,2.684412,0.0856,3.3739,1.3169,3.2903,2.1471,3.0403,1.4698,0.4191,9.7465,418.885,49.05,29.4,1.3037,72.1867,32.147,32.151,25.811,25.81,25,6.35,1.3,508,0.977,16.7,7.2,0.14,0.37
141,8,2017,6,26,0,6,9,63.60406,-172.59194,54,25.15,25.4,0.95,0.767,2.775976,2.75857,0.0495,3.3449,1.3849,3.2904,2.1112,3.1086,1.4672,0.4502,10.4934,427.697,45.14,29.34,1.3381,71.567,32.28,32.247,25.862,25.846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,9,2017,6,26,0,6,16,63.60406,-172.59194,54,25.61,25.86,1.022,1.19,2.789034,2.804226,0.0952,3.4974,1.3146,3.2902,2.0489,3.1597,1.439,0.4992,11.6679,429.012,39.05,28.78,1.1619,74.8297,32.373,32.392,25.932,25.937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,10,2017,6,26,0,6,22,63.60406,-172.59194,54,25.4,25.65,0.933,0.926,2.779866,2.779239,0.0603,3.4765,1.3129,3.2904,2.0894,3.0727,1.4482,0.4077,9.472,413.872,43.01,28.96,1.1845,74.3823,32.348,32.348,25.918,25.917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,11,2017,6,26,0,8,11,63.60402,-172.59202,54,19.82,20.01,6.264,6.265,3.18831,3.188542,0.0159,4.2421,1.3152,3.2902,2.4536,2.7716,1.7373,0.0576,1.0695,312.734,99.81,34.75,0.3874,90.7691,31.948,31.949,25.109,25.11,NaN,NaN,NaN,509,0.271,4.1,0.6,0.01,0.11
141,12,2017,6,26,0,10,4,63.6039,-172.59226,54,13.84,13.97,6.428,6.424,3.19858,3.198399,0.0158,4.334,1.3141,3.2904,2.6623,2.7371,2.0429,0.0336,0.4941,307.312,161.71,40.86,0.3017,92.7343,31.91,31.912,25.059,25.061,13,0.52,0.25,510,0.183,2,0,0,0.04
141,13,2017,6,26,0,10,11,63.6039,-172.59227,54,13.55,13.68,6.425,6.423,3.198332,3.198363,0.0159,4.3332,1.3123,3.2904,2.7113,2.7381,2.0524,0.031,0.4332,307.575,181.27,41.05,0.3024,92.7183,31.911,31.912,25.06,25.061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,14,2017,6,26,0,10,17,63.6039,-172.59228,54,13.17,13.3,6.427,6.426,3.198468,3.198474,0.0159,4.3303,1.377,3.2903,2.7165,2.7353,2.0732,0.0307,0.426,307.186,183.43,41.47,0.3051,92.6554,31.911,31.912,25.06,25.061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
142,1,2017,6,26,14,35,38,64.6701,-169.92018,48,44.03,44.47,2.677,2.676,2.962909,2.962906,4.9791,2.9741,1.3094,3.2905,0.127,2.5406,0.3341,0.0639,1.222,307.317,0,6.68,1.8083,63.6304,32.829,32.83,26.18,26.18,44,1.27,1.14,512,1.632,28.5,16.5,0.2,1.88
142,2,2017,6,26,14,35,47,64.6701,-169.92018,48,43.81,44.25,2.677,2.676,2.962886,2.962879,4.979,2.9729,1.3771,3.2907,0.1265,2.5391,1.243,0.0587,1.0982,306.805,0,24.86,1.8099,63.6058,32.829,32.829,26.179,26.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
142,3,2017,6,26,14,37,48,64.67008,-169.92018,48,30.31,30.61,2.684,2.683,2.962749,2.962766,3.2832,3.2859,1.3779,3.2907,0.1966,2.5533,0.8926,0.0705,1.3798,308.7,0.06,17.85,1.4094,70.3041,32.828,32.828,26.178,26.178,30,1.29,0.93,513,1.632,28.2,16.5,0.2,1.88
142,4,2017,6,26,14,39,39,64.6701,-169.92018,48,20.24,20.44,2.797,2.802,2.971433,2.971766,1.3677,3.7606,1.3106,3.2904,0.5518,2.5822,1.4021,0.0869,1.7722,311.922,0.77,28.04,0.8695,80.4625,32.823,32.822,26.165,26.163,20,1.64,0.44,514,1.598,27.3,16.4,0.19,1.54
142,5,2017,6,26,14,41,16,64.6701,-169.92018,48,9.92,10.02,2.806,2.803,2.971377,2.971221,0.7813,3.837,1.3098,3.2905,1.3521,2.5871,1.9247,0.0829,1.6771,312.018,7.45,38.49,0.7889,82.0997,32.819,32.821,26.161,26.162,10,1.92,0.25,515,1.576,27.7,16.3,0.19,1.4
142,6,2017,6,26,14,43,13,64.6701,-169.92018,48,2.92,2.95,2.828,2.827,2.972701,2.972685,0.6482,3.8003,1.3169,3.2902,2.069,2.5933,2.2796,0.0734,1.451,312.516,40.95,45.59,0.8275,81.312,32.816,32.817,26.157,26.157,0,2.22,0.11,516,1.574,27.3,16.2,0.19,1.33
143,1,2017,6,26,19,34,9,64.66992,-169.51074,46,41.99,42.41,2.109,2.112,2.906696,2.907012,3.1286,3.1031,1.3824,3.2906,0.2244,2.4067,0.8684,0.0543,0.9918,291.688,0.1,17.37,1.6384,66.3913,32.721,32.721,26.138,26.138,40,0.89,0.71,517,1.752,35.5,17.4,0.19,1.77
143,2,2017,6,26,19,35,30,64.66992,-169.51074,46,29.69,29.99,2.14,2.139,2.908816,2.908781,2.0183,3.3809,1.3769,3.2904,0.9418,2.4231,0.8269,0.0567,1.0492,293.602,2.6,16.54,1.2954,72.3365,32.722,32.722,26.136,26.137,30,0.87,0.7,518,1.627,32.5,15.8,0.18,2.34
143,3,2017,6,26,19,36,48,64.66992,-169.51074,46,20.14,20.34,2.201,2.2,2.91345,2.913424,0.9862,3.5902,1.3784,3.2906,1.7697,2.4486,1.3139,0.0616,1.167,296.694,20.29,26.28,1.055,76.8163,32.722,32.722,26.132,26.132,20,1.04,0.46,519,1.762,33.4,17.9,0.19,1.58
143,4,2017,6,26,19,38,1,64.66992,-169.51074,46,14.76,14.91,2.346,2.346,2.92521,2.925225,0.7779,3.7662,1.3156,3.2904,2.2162,2.5038,1.5838,0.0945,1.9552,303.952,57.59,31.68,0.8635,80.5835,32.721,32.722,26.12,26.12,15,1.67,0.35,520,1.601,30.8,16.1,0.17,1.15
143,5,2017,6,26,19,39,30,64.66992,-169.51076,46,9.99,10.09,2.543,2.542,2.941383,2.941358,0.7384,3.6928,1.385,3.2903,2.6544,2.5326,1.8257,0.1001,2.0903,306.087,158.78,36.51,0.9423,79.0119,32.721,32.722,26.104,26.105,10,2.17,0.29,521,1.662,31.5,17.5,0.19,0.78
143,6,2017,6,26,19,40,53,64.66992,-169.51074,46,3.56,3.59,2.887,2.897,2.969166,2.970078,0.3048,3.6564,1.3171,3.2904,3.3169,2.5679,2.1494,0.0454,0.7782,308.702,732.28,42.99,0.9819,78.2322,32.713,32.714,26.069,26.07,0,1.97,0.15,522,1.661,32.9,17.5,0.18,0.68
143,7,2017,6,26,19,41,9,64.66992,-169.51074,46,3.74,3.78,2.893,2.898,2.969778,2.970232,0.3511,3.6579,1.3126,3.2905,3.2954,2.5708,2.1427,0.0478,0.8369,309.273,696.64,42.85,0.9802,78.2663,32.714,32.715,26.07,26.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,1,2017,6,26,21,24,54,64.67998,-169.09974,46,41.6,42.02,2.768,2.768,2.966972,2.966978,3.8579,3.3359,1.3798,3.2902,0.2042,2.5352,0.5777,0.0663,1.2794,305.927,0.07,11.55,1.3489,71.375,32.787,32.787,26.138,26.139,42,1.2,1.04,523,1.676,31.1,16.7,0.22,1.74
144,2,2017,6,26,21,25,1,64.67998,-169.09974,46,41.56,41.98,2.768,2.768,2.96702,2.966997,3.8577,3.3261,1.37,3.2904,0.2048,2.5398,1.2557,0.0665,1.2842,306.732,0.07,25.11,1.3608,71.1638,32.787,32.787,26.138,26.138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,3,2017,6,26,21,25,7,64.67998,-169.09974,46,41.76,42.17,2.768,2.768,2.966992,2.967011,3.8578,3.3171,1.3102,3.2903,0.2029,2.5383,0.7543,0.0712,1.3972,306.179,0.07,15.08,1.3716,70.9718,32.787,32.787,26.138,26.139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,4,2017,6,26,21,26,53,64.68,-169.09972,46,26.13,26.39,2.779,2.778,2.966839,2.966861,0.7672,3.6429,1.3765,3.2905,1.0695,2.5631,1.0126,0.0855,1.7399,309.434,3.65,20.25,0.9967,77.9453,32.783,32.783,26.134,26.135,26,1.51,0.64,524,1.642,30.1,15.9,0.21,1.55
144,5,2017,6,26,21,26,59,64.68,-169.09974,46,25.92,26.18,2.779,2.779,2.96683,2.966879,0.7569,3.6414,1.3788,3.2904,1.0936,2.5661,1.0298,0.0879,1.7985,310.121,3.89,20.6,0.9984,77.9122,32.783,32.783,26.134,26.135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,6,2017,6,26,21,28,51,64.68,-169.09972,46,16.68,16.85,2.87,2.871,2.97332,2.973456,0.8651,3.6946,1.3126,3.2903,1.8655,2.6078,1.4972,0.146,3.1913,314.983,25.41,29.94,0.9404,79.0503,32.773,32.774,26.119,26.119,17,2.47,0.61,525,1.619,30.6,16.9,0.22,0.78
144,7,2017,6,26,21,28,57,64.68,-169.09972,46,16.9,17.07,2.861,2.864,2.972603,2.97288,0.892,3.701,1.3124,3.2904,1.8487,2.6058,1.4814,0.1465,3.2033,314.699,24.43,29.63,0.9333,79.189,32.774,32.775,26.12,26.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,8,2017,6,26,21,29,3,64.68,-169.09972,46,16.78,16.95,2.866,2.864,2.97294,2.972901,0.8664,3.701,1.3126,3.2904,1.8679,2.6084,1.491,0.139,3.0239,315.178,25.55,29.82,0.9334,79.1884,32.773,32.774,26.119,26.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,9,2017,6,26,21,29,9,64.68,-169.09972,46,16.72,16.88,2.866,2.867,2.973002,2.973128,0.8665,3.6975,1.3123,3.2902,1.8652,2.6062,1.495,0.1561,3.4335,314.752,25.39,29.9,0.9372,79.1127,32.773,32.774,26.119,26.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,10,2017,6,26,21,29,15,64.68,-169.09972,46,16.83,16.99,2.866,2.866,2.972956,2.973076,0.8668,3.7044,1.3811,3.2904,1.8589,2.6063,1.4896,0.1526,3.3522,314.917,25.02,29.79,0.9297,79.2615,32.774,32.774,26.12,26.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,11,2017,6,26,21,29,21,64.68,-169.09972,46,16.78,16.94,2.869,2.869,2.97326,2.973296,0.9454,3.7005,1.3791,3.2903,1.8881,2.6076,1.484,0.1461,3.1955,314.785,26.79,29.68,0.9339,79.1778,32.773,32.774,26.119,26.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,12,2017,6,26,21,30,57,64.68,-169.09974,46,11.87,11.98,3.151,3.138,2.995792,2.994819,0.508,3.5076,1.3623,3.2903,2.3534,2.6467,1.7339,0.1633,3.6069,318.678,79.16,34.68,1.1482,75.0484,32.763,32.764,26.087,26.088,12,3.47,0.05,526,1.54,29.5,16.1,0.21,0.34
144,13,2017,6,26,21,31,3,64.68,-169.09973,46,11.95,12.06,3.17,3.163,2.997439,2.996892,0.5041,3.499,1.3801,3.2902,2.3329,2.6495,1.7337,0.1669,3.6931,318.222,75.48,34.67,1.1579,74.8655,32.763,32.764,26.085,26.086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,14,2017,6,26,21,32,42,64.67998,-169.09974,46,7.28,7.36,3.414,3.415,3.017183,3.017337,0.3995,3.4847,1.3108,3.2903,2.8286,2.6561,1.9655,0.0886,1.8158,317.285,237.41,39.31,1.1743,74.5594,32.756,32.757,26.057,26.058,7,3.25,0.4,527,1.518,29.6,15.5,0.21,0.29
144,15,2017,6,26,21,32,48,64.67998,-169.09972,46,7.23,7.3,3.415,3.406,3.01725,3.016635,0.3995,3.4774,1.3108,3.2903,2.8336,2.6569,1.9709,0.0923,1.9031,317.76,240.18,39.42,1.1828,74.4015,32.756,32.758,26.057,26.059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,16,2017,6,26,21,34,7,64.68,-169.09974,46,4,4.04,3.4,3.399,3.015831,3.015835,0.4033,3.471,1.3745,3.2902,3.1881,2.6603,2.1251,0.067,1.2955,318.026,543.86,42.5,1.1901,74.266,32.757,32.758,26.059,26.06,4,3.38,0.09,528,1.543,29.8,15.9,0.22,0.29
144,17,2017,6,26,21,34,13,64.68,-169.09973,46,4.15,4.19,3.397,3.397,3.015684,3.015688,0.3958,3.4742,1.3831,3.2904,3.1675,2.6571,2.125,0.0698,1.3631,317.62,518.8,42.5,1.1864,74.3338,32.757,32.757,26.059,26.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
